Created from child animation PRMS output files
ptet 258
########################################
1988 11 29 0 0 0    0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.03   0.03   0.01   0.01   0.01   0.03   0.01   0.02   0.01   0.02   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.02   0.02   0.01   0.02   0.02   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.01   0.02   0.02   0.01   0.02   0.01   0.02   0.02   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.02   0.02   0.01   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.02   0.01   0.02   0.01   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.01   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.02   0.02   0.01   0.01   0.02   0.02   0.01   0.01   0.01   0.02   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.02   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.02   0.01   0.02   0.01   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02
1988 11 30 0 0 0    0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.02   0.01   0.02   0.02   0.01   0.01   0.02   0.02   0.01   0.01   0.01   0.01   0.02   0.02   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.01   0.02   0.02   0.02   0.01   0.01   0.02   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.02   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.02   0.01   0.01   0.01   0.02   0.02   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.02   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.01   0.03   0.02   0.02   0.01   0.03   0.02   0.02   0.03   0.03   0.03   0.04   0.03   0.03   0.04   0.03   0.02   0.02   0.04   0.03   0.03   0.02   0.02   0.03   0.03   0.04   0.02   0.02   0.03   0.02   0.02   0.02   0.02   0.04   0.02   0.02   0.04   0.02   0.03   0.02   0.02   0.02   0.02   0.02   0.04   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.02   0.03   0.03   0.02   0.05   0.05   0.02   0.02   0.03   0.04   0.02   0.02   0.01   0.03   0.01   0.02   0.02   0.03   0.02   0.02   0.04   0.02   0.02   0.04   0.02   0.02   0.03   0.02   0.04   0.03   0.04   0.02   0.02   0.05   0.05   0.04   0.05   0.05   0.05   0.02   0.04   0.04   0.05   0.02   0.03   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.02   0.02   0.03   0.05   0.04   0.03   0.03   0.04   0.03   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.04   0.02   0.02
1988 12 01 0 0 0    0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.03   0.04   0.03   0.03   0.03   0.03   0.01   0.02   0.04   0.03   0.03   0.02   0.03   0.03   0.04   0.04   0.03   0.04   0.03   0.02   0.04   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.04   0.03   0.03   0.04   0.03   0.03   0.03   0.04   0.03   0.03   0.03   0.03   0.03   0.02   0.02   0.03   0.03   0.03   0.02   0.02   0.02   0.03   0.03   0.02   0.02   0.02   0.03   0.04   0.02   0.01   0.02   0.01   0.02   0.02   0.03   0.03   0.03   0.03   0.01   0.03   0.02   0.02   0.02   0.01   0.02   0.02   0.01   0.02   0.02   0.04   0.02   0.02   0.02   0.02   0.05   0.02   0.02   0.03   0.04   0.02   0.04   0.02   0.03   0.02   0.02   0.03   0.02   0.05   0.01   0.03   0.03   0.03   0.01   0.03   0.03   0.04   0.03   0.05   0.03   0.04   0.03   0.05   0.05   0.03   0.05   0.06   0.04   0.04   0.04   0.06   0.06   0.04   0.06   0.05   0.05   0.06   0.04   0.03   0.05   0.06   0.06   0.06   0.06   0.05   0.05   0.06   0.05   0.05   0.05   0.06   0.07   0.06   0.06   0.06   0.05   0.05   0.05   0.07   0.06   0.07   0.06   0.06   0.06   0.07   0.06   0.06   0.07   0.07   0.07   0.07   0.07   0.07   0.06   0.07   0.06   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.08   0.06   0.05   0.05   0.06   0.06   0.05   0.05   0.05   0.07   0.07   0.06   0.06   0.05   0.06   0.06   0.06   0.06   0.05   0.05   0.06   0.06   0.06   0.06   0.05   0.07   0.06   0.06   0.06   0.06   0.07   0.06   0.06   0.06   0.07   0.06   0.07   0.07   0.06   0.07   0.06   0.06   0.06   0.07   0.07   0.07   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.07   0.07   0.08
1988 12 02 0 0 0    0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.02   0.02   0.01   0.02   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.03   0.03   0.03   0.03   0.03   0.02   0.04   0.04   0.03   0.03   0.04   0.03   0.02   0.03   0.04   0.03   0.03   0.03   0.03   0.03   0.04   0.04   0.03   0.04   0.03   0.02   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.02   0.02   0.03   0.03   0.03   0.02   0.03   0.03   0.03   0.02   0.02   0.02   0.01   0.01   0.02   0.02   0.02   0.01   0.01   0.01   0.02   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.02   0.02   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.03   0.02   0.03   0.02   0.03   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.02   0.02   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.03   0.02   0.02   0.03   0.03   0.02   0.02   0.02   0.03   0.03   0.01   0.02   0.02   0.02   0.02   0.02   0.01   0.03   0.03   0.03   0.03   0.03   0.02   0.02   0.03   0.02   0.03   0.01   0.04   0.02   0.03   0.03   0.04   0.02   0.01   0.02   0.03   0.04   0.04   0.04   0.04   0.04   0.04   0.02   0.03   0.05   0.04   0.05   0.04   0.04   0.05   0.04   0.05   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.01   0.01   0.03   0.03   0.03   0.02   0.03   0.04   0.05   0.04   0.04   0.02   0.03   0.04   0.03   0.02   0.02   0.02   0.03   0.02   0.03   0.03   0.01   0.03   0.02   0.02   0.02   0.02   0.03   0.03   0.03   0.02   0.03   0.03   0.03   0.04   0.03   0.03   0.03   0.03   0.03   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.03   0.04   0.04   0.04   0.04   0.03   0.02   0.02   0.03
1988 12 03 0 0 0    0.06   0.05   0.02   0.04   0.03   0.04   0.03   0.05   0.05   0.04   0.03   0.03   0.05   0.02   0.02   0.02   0.03   0.03   0.03   0.03   0.03   0.03   0.04   0.03   0.04   0.04   0.03   0.04   0.02   0.05   0.03   0.03   0.03   0.03   0.03   0.03   0.02   0.03   0.02   0.04   0.03   0.02   0.04   0.02   0.02   0.04   0.02   0.03   0.03   0.03   0.03   0.03   0.03   0.03   0.04   0.04   0.04   0.03   0.03   0.04   0.04   0.04   0.04   0.04   0.04   0.03   0.04   0.05   0.04   0.03   0.03   0.04   0.04   0.04   0.01   0.02   0.01   0.05   0.04   0.05   0.01   0.03   0.03   0.05   0.04   0.04   0.04   0.03   0.01   0.05   0.05   0.05   0.03   0.03   0.04   0.04   0.05   0.05   0.05   0.03   0.04   0.05   0.02   0.05   0.05   0.06   0.04   0.04   0.03   0.03   0.05   0.02   0.03   0.05   0.06   0.01   0.06   0.01   0.05   0.05   0.01   0.04   0.01   0.04   0.01   0.06   0.05   0.03   0.03   0.06   0.03   0.02   0.05   0.04   0.05   0.06   0.05   0.03   0.05   0.04   0.03   0.03   0.04   0.04   0.05   0.02   0.02   0.04   0.04   0.04   0.03   0.02   0.05   0.03   0.03   0.02   0.03   0.04   0.03   0.03   0.04   0.02   0.02   0.03   0.01   0.03   0.02   0.02   0.04   0.04   0.01   0.01   0.01   0.02   0.03   0.02   0.02   0.03   0.04   0.02   0.05   0.04   0.04   0.03   0.03   0.03   0.02   0.03   0.01   0.03   0.02   0.02   0.02   0.03   0.02   0.02   0.04   0.02   0.02   0.04   0.01   0.01   0.03   0.01   0.03   0.03   0.03   0.01   0.02   0.04   0.04   0.03   0.04   0.04   0.04   0.01   0.03   0.03   0.04   0.01   0.03   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.02   0.01   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.01
1988 12 04 0 0 0    0.06   0.07   0.04   0.05   0.05   0.07   0.07   0.06   0.05   0.07   0.06   0.07   0.05   0.05   0.06   0.06   0.06   0.07   0.07   0.06   0.05   0.06   0.07   0.06   0.06   0.06   0.06   0.06   0.05   0.07   0.05   0.05   0.05   0.06   0.05   0.05   0.04   0.05   0.05   0.06   0.06   0.05   0.06   0.04   0.04   0.06   0.05   0.05   0.05   0.06   0.04   0.05   0.05   0.05   0.06   0.05   0.06   0.05   0.04   0.06   0.05   0.05   0.05   0.06   0.05   0.05   0.05   0.05   0.05   0.05   0.05   0.04   0.05   0.04   0.04   0.04   0.03   0.05   0.05   0.04   0.04   0.04   0.05   0.05   0.05   0.04   0.04   0.04   0.03   0.05   0.06   0.06   0.05   0.05   0.04   0.06   0.05   0.04   0.05   0.04   0.05   0.05   0.04   0.05   0.05   0.08   0.05   0.05   0.05   0.05   0.07   0.05   0.05   0.07   0.08   0.05   0.08   0.05   0.07   0.07   0.05   0.06   0.05   0.06   0.04   0.08   0.07   0.06   0.05   0.08   0.06   0.06   0.07   0.06   0.07   0.08   0.07   0.06   0.06   0.06   0.06   0.06   0.07   0.06   0.07   0.06   0.05   0.05   0.06   0.06   0.07   0.06   0.07   0.06   0.06   0.06   0.06   0.06   0.06   0.05   0.07   0.06   0.06   0.06   0.05   0.06   0.06   0.06   0.07   0.06   0.05   0.05   0.05   0.06   0.05   0.06   0.06   0.06   0.07   0.05   0.08   0.08   0.06   0.05   0.06   0.07   0.05   0.06   0.05   0.06   0.05   0.06   0.05   0.06   0.06   0.05   0.06   0.06   0.07   0.06   0.04   0.04   0.05   0.05   0.06   0.05   0.06   0.05   0.06   0.07   0.06   0.05   0.07   0.06   0.07   0.04   0.06   0.05   0.07   0.04   0.05   0.04   0.03   0.04   0.04   0.04   0.04   0.04   0.04   0.03   0.04   0.04   0.04   0.04   0.03   0.05   0.04   0.05   0.04   0.04   0.04   0.05   0.06   0.06   0.05   0.06   0.06   0.06   0.05   0.04   0.05   0.05   0.05   0.05   0.04   0.07   0.06   0.04
1988 12 05 0 0 0    0.04   0.04   0.02   0.04   0.04   0.05   0.05   0.04   0.04   0.05   0.05   0.05   0.04   0.04   0.05   0.04   0.05   0.05   0.05   0.05   0.05   0.05   0.05   0.05   0.04   0.06   0.05   0.05   0.04   0.06   0.05   0.04   0.04   0.06   0.05   0.04   0.04   0.04   0.04   0.05   0.05   0.03   0.05   0.03   0.03   0.05   0.04   0.04   0.04   0.05   0.03   0.04   0.04   0.04   0.05   0.05   0.05   0.04   0.04   0.05   0.04   0.04   0.04   0.05   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.04   0.03   0.03   0.03   0.02   0.04   0.04   0.03   0.03   0.03   0.04   0.04   0.04   0.02   0.02   0.03   0.02   0.04   0.05   0.05   0.04   0.04   0.04   0.05   0.04   0.04   0.05   0.03   0.04   0.05   0.03   0.04   0.05   0.06   0.05   0.05   0.04   0.05   0.06   0.05   0.05   0.06   0.06   0.05   0.06   0.05   0.05   0.05   0.05   0.05   0.05   0.06   0.04   0.06   0.05   0.06   0.04   0.06   0.06   0.06   0.06   0.07   0.06   0.06   0.06   0.06   0.07   0.05   0.07   0.07   0.06   0.06   0.06   0.07   0.07   0.06   0.07   0.06   0.07   0.07   0.06   0.05   0.07   0.07   0.07   0.07   0.07   0.06   0.07   0.07   0.06   0.07   0.06   0.07   0.07   0.07   0.07   0.07   0.05   0.05   0.06   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.08   0.07   0.07   0.06   0.07   0.06   0.07   0.07   0.07   0.08   0.07   0.07   0.07   0.08   0.07   0.06   0.06   0.07   0.06   0.07   0.07   0.07   0.07   0.08   0.07   0.07   0.07   0.08   0.07   0.07   0.06   0.07   0.07   0.07   0.06   0.07   0.07   0.06   0.07   0.06   0.06   0.06   0.06   0.07   0.06   0.06   0.06   0.06   0.07   0.06   0.07   0.06   0.07   0.06   0.06   0.07   0.07   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.07   0.08   0.08   0.08   0.08   0.07   0.07   0.07   0.07
1988 12 06 0 0 0    0.06   0.06   0.03   0.05   0.04   0.05   0.05   0.05   0.05   0.05   0.04   0.05   0.05   0.03   0.04   0.03   0.04   0.04   0.05   0.04   0.04   0.05   0.05   0.05   0.04   0.05   0.05   0.05   0.04   0.06   0.05   0.03   0.04   0.05   0.05   0.04   0.03   0.04   0.04   0.05   0.05   0.04   0.05   0.04   0.03   0.05   0.04   0.04   0.05   0.05   0.04   0.05   0.05   0.04   0.05   0.05   0.05   0.04   0.04   0.05   0.05   0.05   0.05   0.05   0.05   0.05   0.05   0.06   0.05   0.05   0.05   0.04   0.05   0.04   0.03   0.04   0.02   0.05   0.05   0.05   0.03   0.04   0.03   0.05   0.05   0.05   0.05   0.04   0.02   0.06   0.05   0.05   0.03   0.03   0.05   0.05   0.06   0.06   0.06   0.04   0.06   0.06   0.04   0.06   0.06   0.07   0.06   0.06   0.05   0.05   0.06   0.05   0.06   0.06   0.07   0.05   0.07   0.05   0.06   0.06   0.05   0.05   0.05   0.06   0.04   0.06   0.05   0.05   0.04   0.06   0.06   0.05   0.06   0.06   0.06   0.06   0.06   0.05   0.06   0.05   0.06   0.06   0.05   0.05   0.06   0.06   0.06   0.05   0.06   0.06   0.06   0.06   0.06   0.04   0.06   0.06   0.06   0.05   0.06   0.05   0.06   0.05   0.05   0.06   0.05   0.06   0.06   0.06   0.06   0.06   0.04   0.05   0.04   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.07   0.06   0.06   0.05   0.06   0.05   0.07   0.06   0.06   0.07   0.06   0.06   0.07   0.08   0.06   0.05   0.05   0.06   0.06   0.06   0.06   0.06   0.07   0.07   0.07   0.07   0.06   0.07   0.06   0.07   0.05   0.06   0.06   0.07   0.05   0.06   0.06   0.05   0.06   0.05   0.05   0.06   0.05   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.05   0.05   0.06   0.06   0.06   0.06   0.07   0.07   0.06   0.07   0.07   0.06   0.07   0.07   0.07   0.07   0.06   0.06   0.06   0.06
1988 12 07 0 0 0    0.06   0.07   0.03   0.05   0.05   0.06   0.07   0.06   0.05   0.06   0.05   0.06   0.05   0.04   0.05   0.05   0.05   0.06   0.06   0.06   0.05   0.06   0.06   0.06   0.05   0.07   0.06   0.06   0.05   0.07   0.06   0.04   0.05   0.06   0.06   0.05   0.04   0.05   0.05   0.07   0.06   0.06   0.07   0.05   0.05   0.07   0.05   0.06   0.06   0.06   0.06   0.06   0.06   0.05   0.07   0.06   0.07   0.05   0.05   0.07   0.06   0.06   0.06   0.07   0.06   0.06   0.06   0.07   0.06   0.06   0.06   0.05   0.06   0.05   0.05   0.05   0.04   0.06   0.05   0.06   0.05   0.04   0.05   0.06   0.06   0.05   0.06   0.05   0.04   0.07   0.06   0.07   0.05   0.05   0.06   0.06   0.07   0.06   0.07   0.05   0.06   0.07   0.05   0.06   0.07   0.08   0.07   0.06   0.06   0.06   0.07   0.06   0.06   0.07   0.08   0.06   0.08   0.06   0.07   0.07   0.05   0.06   0.06   0.07   0.05   0.08   0.07   0.06   0.05   0.08   0.07   0.06   0.08   0.07   0.08   0.08   0.08   0.07   0.07   0.07   0.07   0.06   0.08   0.07   0.07   0.06   0.06   0.06   0.07   0.07   0.07   0.07   0.08   0.06   0.07   0.07   0.06   0.07   0.06   0.06   0.08   0.07   0.07   0.06   0.06   0.06   0.07   0.07   0.08   0.07   0.05   0.06   0.06   0.08   0.06   0.06   0.06   0.07   0.07   0.06   0.08   0.08   0.07   0.06   0.07   0.08   0.06   0.07   0.05   0.07   0.06   0.07   0.06   0.07   0.08   0.06   0.07   0.08   0.08   0.07   0.06   0.06   0.07   0.06   0.07   0.07   0.07   0.07   0.08   0.08   0.07   0.07   0.08   0.07   0.08   0.06   0.07   0.07   0.08   0.06   0.07   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.07   0.06   0.06   0.06   0.06   0.06   0.06   0.07   0.06   0.06   0.06   0.06   0.06   0.07   0.08   0.08   0.07   0.08   0.08   0.08   0.07   0.07   0.08   0.07   0.07   0.07   0.07   0.07   0.07   0.07
1988 12 08 0 0 0    0.07   0.07   0.04   0.05   0.05   0.07   0.07   0.06   0.06   0.06   0.06   0.06   0.06   0.04   0.06   0.05   0.05   0.06   0.06   0.07   0.06   0.07   0.07   0.06   0.06   0.07   0.07   0.07   0.06   0.08   0.07   0.05   0.06   0.07   0.07   0.06   0.05   0.06   0.06   0.07   0.07   0.06   0.07   0.06   0.05   0.07   0.06   0.07   0.07   0.07   0.06   0.07   0.07   0.06   0.07   0.07   0.07   0.06   0.06   0.08   0.06   0.07   0.07   0.07   0.07   0.07   0.07   0.07   0.06   0.07   0.07   0.06   0.07   0.06   0.06   0.06   0.05   0.07   0.06   0.07   0.06   0.05   0.06   0.07   0.07   0.06   0.07   0.06   0.05   0.08   0.07   0.07   0.06   0.06   0.07   0.07   0.08   0.07   0.08   0.06   0.07   0.08   0.05   0.07   0.08   0.08   0.08   0.07   0.07   0.07   0.08   0.07   0.08   0.08   0.09   0.07   0.09   0.07   0.09   0.09   0.07   0.07   0.07   0.08   0.06   0.09   0.08   0.08   0.06   0.09   0.09   0.08   0.09   0.08   0.09   0.09   0.09   0.08   0.08   0.08   0.08   0.08   0.09   0.08   0.09   0.08   0.08   0.07   0.08   0.08   0.09   0.09   0.09   0.07   0.08   0.08   0.08   0.08   0.08   0.07   0.09   0.08   0.08   0.08   0.08   0.08   0.09   0.09   0.08   0.08   0.07   0.07   0.07   0.09   0.08   0.08   0.08   0.08   0.08   0.08   0.09   0.09   0.08   0.08   0.08   0.10   0.08   0.08   0.07   0.08   0.07   0.09   0.08   0.08   0.10   0.08   0.08   0.09   0.10   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.09   0.09   0.09   0.09   0.08   0.09   0.09   0.09   0.08   0.08   0.08   0.09   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.07   0.08   0.08   0.08   0.08   0.07   0.08   0.07   0.08   0.07   0.07   0.07   0.08   0.07   0.08   0.09   0.09   0.08   0.09   0.09   0.08   0.09   0.09   0.09   0.09   0.09   0.08   0.08   0.09
1988 12 09 0 0 0    0.06   0.08   0.04   0.05   0.06   0.07   0.07   0.06   0.05   0.07   0.06   0.07   0.05   0.05   0.06   0.06   0.06   0.07   0.07   0.07   0.06   0.07   0.07   0.07   0.06   0.07   0.07   0.07   0.06   0.08   0.07   0.05   0.05   0.07   0.07   0.06   0.05   0.06   0.05   0.07   0.07   0.06   0.07   0.05   0.05   0.06   0.05   0.06   0.05   0.06   0.05   0.05   0.06   0.04   0.05   0.05   0.05   0.04   0.04   0.05   0.04   0.05   0.03   0.05   0.05   0.05   0.04   0.04   0.03   0.02   0.03   0.04   0.04   0.03   0.05   0.03   0.05   0.04   0.04   0.02   0.05   0.03   0.06   0.05   0.05   0.02   0.02   0.03   0.05   0.03   0.07   0.07   0.06   0.06   0.05   0.07   0.04   0.01   0.02   0.03   0.03   0.04   0.04   0.02   0.05   0.08   0.04   0.04   0.06   0.06   0.08   0.07   0.07   0.08   0.08   0.07   0.08   0.07   0.06   0.05   0.07   0.06   0.08   0.08   0.05   0.05   0.05   0.06   0.03   0.03   0.07   0.07   0.04   0.08   0.02   0.04   0.04   0.08   0.08   0.05   0.09   0.09   0.08   0.06   0.06   0.09   0.09   0.08   0.09   0.09   0.08   0.10   0.06   0.05   0.09   0.10   0.09   0.09   0.09   0.08   0.10   0.10   0.09   0.09   0.08   0.09   0.10   0.10   0.09   0.09   0.07   0.08   0.08   0.10   0.09   0.09   0.09   0.09   0.09   0.09   0.09   0.09   0.09   0.09   0.10   0.10   0.09   0.09   0.08   0.10   0.09   0.10   0.09   0.09   0.10   0.09   0.09   0.10   0.11   0.09   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.10   0.10   0.08   0.09   0.08   0.08   0.09   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.09   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.07   0.08   0.08   0.08   0.08   0.08   0.08   0.07   0.07   0.07   0.07   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.08   0.07   0.08   0.08   0.08   0.08   0.07   0.09   0.08   0.07
1988 12 10 0 0 0    0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.01   0.03   0.02   0.02   0.02   0.03   0.02   0.01   0.02   0.03   0.01   0.02   0.01   0.02   0.01   0.02   0.02   0.01   0.02   0.01   0.01   0.02   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.02   0.02   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.01   0.01   0.02   0.02   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.01   0.02   0.01   0.03   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.02   0.02   0.01   0.02   0.02   0.01   0.03   0.02   0.02   0.02   0.03   0.02   0.01   0.02   0.02   0.04   0.01   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.01   0.02   0.02   0.01   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.02   0.02   0.02   0.01   0.02   0.03   0.03   0.01   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.03   0.02   0.01   0.02   0.01   0.02   0.02   0.01   0.02   0.01   0.03   0.02   0.02   0.02   0.03   0.01   0.01   0.01   0.02   0.04   0.04   0.04   0.04   0.04   0.04   0.02   0.02   0.04   0.04   0.05   0.03   0.04   0.05   0.04   0.05   0.03   0.03   0.05   0.05   0.03   0.05   0.05   0.04   0.04   0.05   0.05   0.04   0.05   0.03   0.05   0.06   0.05   0.05   0.05   0.06   0.06   0.06   0.06   0.06   0.06   0.04   0.05   0.06   0.06   0.04   0.06   0.05   0.06   0.05   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.06   0.05   0.06   0.06   0.06   0.05   0.06   0.06   0.06   0.07   0.07   0.07   0.07   0.08   0.07   0.07   0.08   0.08   0.08   0.07   0.05   0.06   0.07
1988 12 11 0 0 0    0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.02   0.01   0.03   0.01   0.01   0.01   0.02   0.01   0.02   0.01   0.02   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.01   0.02   0.01   0.01   0.02   0.01   0.02   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.01   0.02   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.02   0.02   0.01   0.01   0.01   0.02   0.01   0.02   0.02   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.01   0.02   0.02   0.02   0.02   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.02   0.02   0.02   0.02   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.01   0.01   0.01   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.04   0.03   0.04   0.02   0.03   0.04   0.02   0.04   0.02   0.02   0.03   0.04   0.02   0.04   0.04   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.03   0.02   0.02   0.02   0.02   0.05   0.04   0.02   0.04   0.04   0.04   0.02   0.02   0.02   0.04   0.02   0.03   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.03   0.02   0.03   0.03   0.02   0.02   0.02   0.04   0.03   0.04   0.06   0.06   0.06   0.06   0.07   0.06   0.07   0.07   0.07   0.07   0.07   0.02   0.04   0.07
